web-scraper-order,web-scraper-start-url,categories,categories-href,page,plants,plants-href,plant_name,plant_price,plant_des,plant_img-src,additional_img-src
"1701424106-25","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Philodendron Micans Hanging Basket
$40.99","https://piante.ca/collections/medium-plants/products/6-micans-philodendron","6.5"" Philodendron Micans Hanging Basket","$40.99","The philodendron micans is a stunning philodendron variety that is known for its velvety, heart-shaped leaves and trailing growth habit. You’d often find these no-fail plants growing as vines in hanging baskets and pots.","//piante.ca/cdn/shop/products/TransparentBackground_2_7c6ed7aa-e2c9-4716-a1bd-3dfdc6e851b5_360x.png?v=1674826023 360w, //piante.ca/cdn/shop/products/TransparentBackground_2_7c6ed7aa-e2c9-4716-a1bd-3dfdc6e851b5_540x.png?v=1674826023 540w, //piante.ca/cdn/shop/products/TransparentBackground_2_7c6ed7aa-e2c9-4716-a1bd-3dfdc6e851b5_720x.png?v=1674826023 720w, //piante.ca/cdn/shop/products/TransparentBackground_2_7c6ed7aa-e2c9-4716-a1bd-3dfdc6e851b5_900x.png?v=1674826023 900w, //piante.ca/cdn/shop/products/TransparentBackground_2_7c6ed7aa-e2c9-4716-a1bd-3dfdc6e851b5_1080x.png?v=1674826023 1080w",""
"1701424108-26","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","5"" Fukien Tea Bonsai
$82.99","https://piante.ca/collections/medium-plants/products/fukien-tea-bonsai","5"" Fukien Tea Bonsai","$82.99","Known for their glossy green leaves and grey-beige bark, the Fukien Tea is a stunning choice for an indoor bonsai. It's trunk and branhces take well to bonsai forming, making it a great choice for beginners.","//piante.ca/cdn/shop/products/Bonsai_2_360x.png?v=1668796162 360w, //piante.ca/cdn/shop/products/Bonsai_2_540x.png?v=1668796162 540w, //piante.ca/cdn/shop/products/Bonsai_2_720x.png?v=1668796162 720w, //piante.ca/cdn/shop/products/Bonsai_2_900x.png?v=1668796162 900w, //piante.ca/cdn/shop/products/Bonsai_2_1080x.png?v=1668796162 1080w",""
"1701424110-27","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Staghorn Fern Hanging Basket
$39.99","https://piante.ca/collections/medium-plants/products/6-staghorn-fern-hanging-basket","6.5"" Staghorn Fern Hanging Basket","$39.99","Staghorn Fern got its name from its antler-like, green, and leathery leaves. It’s one of the most unusual yet beautiful houseplants that add a tropical look in your space. Just hang it in baskets or place it on branches, and this famed fern will do a stunning job. With the right care and conditions, Staghorn Fern gives a striking display of cascading fronds. Each plant features two types of fronds: small and flat basal fronds, and upright aerial fronds.","//piante.ca/cdn/shop/products/6-staghorn-fern-hanging-basket-piante-plants_360x.png?v=1641265681 360w, //piante.ca/cdn/shop/products/6-staghorn-fern-hanging-basket-piante-plants_540x.png?v=1641265681 540w, //piante.ca/cdn/shop/products/6-staghorn-fern-hanging-basket-piante-plants_720x.png?v=1641265681 720w, //piante.ca/cdn/shop/products/6-staghorn-fern-hanging-basket-piante-plants_900x.png?v=1641265681 900w, //piante.ca/cdn/shop/products/6-staghorn-fern-hanging-basket-piante-plants_1080x.png?v=1641265681 1080w",""
"1701424112-28","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6"" Jade
$33.99","https://piante.ca/collections/medium-plants/products/6-jade","6"" Jade","$33.99","Jade Plants, also known as Lucky Plants or Friendship Plants, are beautiful and easy to care for. They are often given as gifts as they have been thought to bring good luck to their owners. Jades are succulent plants, which makes them fairly resilient and easy to grow indoors. They have dense formations of thick, waxy leaves and woody stems that can resemble miniature trees. Due to their easy-going nature, Jade plants often live for a long time and can grow as large as three feet or more when kept indoors. If they receive an abundance of light, the plant takes on a bright red border around its vibrant, green leaves.","//piante.ca/cdn/shop/products/6-jade-piante-plants_360x.png?v=1641265595 360w, //piante.ca/cdn/shop/products/6-jade-piante-plants_540x.png?v=1641265595 540w, //piante.ca/cdn/shop/products/6-jade-piante-plants_720x.png?v=1641265595 720w, //piante.ca/cdn/shop/products/6-jade-piante-plants_900x.png?v=1641265595 900w, //piante.ca/cdn/shop/products/6-jade-piante-plants_1080x.png?v=1641265595 1080w",""
"1701424115-29","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Philodendron Silver Pictus Hanging Baskets
$40.99","https://piante.ca/collections/medium-plants/products/6-philodendron-hanging-basket","6.5"" Philodendron Silver Pictus Hanging Baskets","$40.99","Here’s a hand-picked easy-to-care-for Philodendron that are ideal for novice plant lovers and collectors alike. A must-have addition to your indoor jungle, these luxurious foliage plants feature leaves in varying sizes, shapes, textures, and colours. Most types are heart-shaped and green, and others have a variegated pattern or hints of red or white. You’d often find these no-fail plants growing as vines in hanging baskets and pots; however, some Philodendron varieties exhibit an upright growth habit.","//piante.ca/cdn/shop/products/6-philodendron-hanging-baskets-piante-plants-3_360x.png?v=1641265611 360w, //piante.ca/cdn/shop/products/6-philodendron-hanging-baskets-piante-plants-3_540x.png?v=1641265611 540w, //piante.ca/cdn/shop/products/6-philodendron-hanging-baskets-piante-plants-3_720x.png?v=1641265611 720w, //piante.ca/cdn/shop/products/6-philodendron-hanging-baskets-piante-plants-3_900x.png?v=1641265611 900w, //piante.ca/cdn/shop/products/6-philodendron-hanging-baskets-piante-plants-3_1080x.png?v=1641265611 1080w",""
"1701424117-30","https://piante.ca/","Medium Plants","https://piante.ca/collections/medium-plants","","6.5"" Marble Queen Pothos Hanging Baskets
$39.99","https://piante.ca/collections/medium-plants/products/6-pothos-hanging-basket","6.5"" Marble Queen Pothos Hanging Baskets","$39.99","Here’s aPothos plant to add to your growing plant collection. Reputable and widely popular as houseplants, these trailing vines look great in hanging baskets or small pots. They offer lots of attractive varieties with green, heart-shaped leaves that vary in pattern, shades, and sizes. Some have creamy variegation on the leaves, while others have streaks of yellow or silver-like markings. These lovely creepers can withstand neglect, too, so they’re perfect for busy plant parents.","//piante.ca/cdn/shop/products/6-pothos-hanging-baskets-piante-plants-1_360x.png?v=1641265593 360w, //piante.ca/cdn/shop/products/6-pothos-hanging-baskets-piante-plants-1_540x.png?v=1641265593 540w, //piante.ca/cdn/shop/products/6-pothos-hanging-baskets-piante-plants-1_720x.png?v=1641265593 720w, //piante.ca/cdn/shop/products/6-pothos-hanging-baskets-piante-plants-1_900x.png?v=1641265593 900w, //piante.ca/cdn/shop/products/6-pothos-hanging-baskets-piante-plants-1_1080x.png?v=1641265593 1080w",""
"1701424123-31","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","https://piante.ca/collections/small-plants?page=2","4"" Peperomia Red Raisinet
$23.99","https://piante.ca/collections/small-plants/products/4-peperomia-red-raisinet","4"" Peperomia Red Raisinet","$23.99","Sporting heart shaped leaves with deep puckering ripples and a brilliant ruby colour, Peperomia Red Raisinet really stands out. Because of their succulent-llike stems, these plants tend to be droopy drama queens when overwatered, but will quickly perk bakc up once their soil dries out. With colours varying from greens, to reds and silvery-whites, you can always fit a Peperomia into your style.","//piante.ca/cdn/shop/products/4peperomiaredraisinet_2_360x.png?v=1672329871 360w, //piante.ca/cdn/shop/products/4peperomiaredraisinet_2_540x.png?v=1672329871 540w, //piante.ca/cdn/shop/products/4peperomiaredraisinet_2_720x.png?v=1672329871 720w, //piante.ca/cdn/shop/products/4peperomiaredraisinet_2_900x.png?v=1672329871 900w, //piante.ca/cdn/shop/products/4peperomiaredraisinet_2_1080x.png?v=1672329871 1080w","//piante.ca/cdn/shop/products/4peperomiaredraisinet_360x.png?v=1672329874 360w, //piante.ca/cdn/shop/products/4peperomiaredraisinet_540x.png?v=1672329874 540w, //piante.ca/cdn/shop/products/4peperomiaredraisinet_720x.png?v=1672329874 720w, //piante.ca/cdn/shop/products/4peperomiaredraisinet_900x.png?v=1672329874 900w, //piante.ca/cdn/shop/products/4peperomiaredraisinet_1080x.png?v=1672329874 1080w"
"1701424126-32","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","https://piante.ca/collections/small-plants?page=2","4"" Ant Plant Bonsai
$39.99","https://piante.ca/collections/small-plants/products/4-ant-plant-bonsai","4"" Ant Plant Bonsai","$39.99","The Ant Plant is a unique plant, known for having a symbiotic relationship with ants in it's natural habitat, which live in its rounded, hollow base. With it's unique looking base and long slender leaves, the Ant Plant is sure to make a statment on any shelf.","//piante.ca/cdn/shop/products/bonsai_2_0e7449a6-d115-495f-b822-309ecfbcbc85_360x.png?v=1673022025 360w, //piante.ca/cdn/shop/products/bonsai_2_0e7449a6-d115-495f-b822-309ecfbcbc85_540x.png?v=1673022025 540w, //piante.ca/cdn/shop/products/bonsai_2_0e7449a6-d115-495f-b822-309ecfbcbc85_720x.png?v=1673022025 720w, //piante.ca/cdn/shop/products/bonsai_2_0e7449a6-d115-495f-b822-309ecfbcbc85_900x.png?v=1673022025 900w, //piante.ca/cdn/shop/products/bonsai_2_0e7449a6-d115-495f-b822-309ecfbcbc85_1080x.png?v=1673022025 1080w",""
"1701424128-33","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","https://piante.ca/collections/small-plants?page=2","4"" Geogenanthus poeppigii
$28.99","https://piante.ca/collections/small-plants/products/4-geogenanthus-poeppigii","4"" Geogenanthus poeppigii","$28.99","Commonly know as the Seersucker plant because of the thin, light green stripes that run across its rounded leaves. In addition to the stripped pattern along the top of the leaves, the underside is a vibrant purple colour. This plant is a perfect choice for a shelfs edge or hanging basket, allowing the long vines to cascade and brighten up any space.","//piante.ca/cdn/shop/files/TransparentBackground_1_c078c3b5-4c72-4072-9f5e-0bed4a642446_360x.png?v=1688760152 360w, //piante.ca/cdn/shop/files/TransparentBackground_1_c078c3b5-4c72-4072-9f5e-0bed4a642446_540x.png?v=1688760152 540w, //piante.ca/cdn/shop/files/TransparentBackground_1_c078c3b5-4c72-4072-9f5e-0bed4a642446_720x.png?v=1688760152 720w, //piante.ca/cdn/shop/files/TransparentBackground_1_c078c3b5-4c72-4072-9f5e-0bed4a642446_900x.png?v=1688760152 900w, //piante.ca/cdn/shop/files/TransparentBackground_1_c078c3b5-4c72-4072-9f5e-0bed4a642446_1080x.png?v=1688760152 1080w","//piante.ca/cdn/shop/files/TransparentBackground_29b7f3f2-580e-4849-b287-ec06a53fa5bb_360x.png?v=1688760154 360w, //piante.ca/cdn/shop/files/TransparentBackground_29b7f3f2-580e-4849-b287-ec06a53fa5bb_540x.png?v=1688760154 540w, //piante.ca/cdn/shop/files/TransparentBackground_29b7f3f2-580e-4849-b287-ec06a53fa5bb_720x.png?v=1688760154 720w, //piante.ca/cdn/shop/files/TransparentBackground_29b7f3f2-580e-4849-b287-ec06a53fa5bb_900x.png?v=1688760154 900w, //piante.ca/cdn/shop/files/TransparentBackground_29b7f3f2-580e-4849-b287-ec06a53fa5bb_1080x.png?v=1688760154 1080w"
"1701424130-34","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","https://piante.ca/collections/small-plants?page=2","4"" Dieffenbachia Reflector
$25.99","https://piante.ca/collections/small-plants/products/dieffenbachia-reflector","4"" Dieffenbachia Reflector","$25.99","The Dieffenbachia Reflector is also called the dumb cane. It has big green leaves which have lighter green or white speckles on them. It got the name Reflector due to the color patterning on its leaves.","//piante.ca/cdn/shop/products/TransparentBackground_2_52990e21-6016-43e4-88c8-160ab98bab81_360x.png?v=1678463412 360w, //piante.ca/cdn/shop/products/TransparentBackground_2_52990e21-6016-43e4-88c8-160ab98bab81_540x.png?v=1678463412 540w, //piante.ca/cdn/shop/products/TransparentBackground_2_52990e21-6016-43e4-88c8-160ab98bab81_720x.png?v=1678463412 720w, //piante.ca/cdn/shop/products/TransparentBackground_2_52990e21-6016-43e4-88c8-160ab98bab81_900x.png?v=1678463412 900w, //piante.ca/cdn/shop/products/TransparentBackground_2_52990e21-6016-43e4-88c8-160ab98bab81_1080x.png?v=1678463412 1080w",""
"1701424132-35","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","https://piante.ca/collections/small-plants?page=2","4"" Alocasia Red Secret Cuprea
$29.99","https://piante.ca/collections/small-plants/products/4-red-secret-alocasia-cuprea","4"" Alocasia Red Secret Cuprea","$29.99","This Alocasia is so shiny and pretty that you might fall into a trance and lose track of time! The intricate leaves have deep ridges and texture, almost reptilian-like but glow with a radiant burgundy red! It is easier to care for the Alocasia Red Secret like all indoor plants when you understand more about its origin.","//piante.ca/cdn/shop/products/Alocasia_360x.png?v=1674826350 360w, //piante.ca/cdn/shop/products/Alocasia_540x.png?v=1674826350 540w, //piante.ca/cdn/shop/products/Alocasia_720x.png?v=1674826350 720w, //piante.ca/cdn/shop/products/Alocasia_900x.png?v=1674826350 900w, //piante.ca/cdn/shop/products/Alocasia_1080x.png?v=1674826350 1080w",""
"1701424135-36","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","https://piante.ca/collections/small-plants?page=2","4"" Milk Confetti Nephthytis
$25.99","https://piante.ca/collections/small-plants/products/4-milk-confetti-nephthytis","4"" Milk Confetti Nephthytis","$25.99","Nephthytis is a slow-growing indoor vine that works best in pots or hanging baskets. Valued more for its attractive foliage than its blooms, the plant flaunts pale white/green speckled with soft pink, arrowhead-shaped leaves with a distinctive mottled feature. Place a few pieces of this easy-to-grow, hardy houseplant to add a touch of greenery to any bare space in your home or office. It is also known as the Butterfly Plant, Arrowhead Plant, and Goosefoot Plant.","//piante.ca/cdn/shop/products/4_MilkeConfettiNephthytis_360x.png?v=1682091029 360w, //piante.ca/cdn/shop/products/4_MilkeConfettiNephthytis_540x.png?v=1682091029 540w, //piante.ca/cdn/shop/products/4_MilkeConfettiNephthytis_720x.png?v=1682091029 720w, //piante.ca/cdn/shop/products/4_MilkeConfettiNephthytis_900x.png?v=1682091029 900w, //piante.ca/cdn/shop/products/4_MilkeConfettiNephthytis_1080x.png?v=1682091029 1080w",""
"1701424137-37","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","https://piante.ca/collections/small-plants?page=2","3.25"" Golden Barrel Cactus
$27.99","https://piante.ca/collections/small-plants/products/325-golden-barrel-cactus","3.25"" Golden Barrel Cactus","$27.99","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","//piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-1_360x.png?v=1641265108 360w, //piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-1_540x.png?v=1641265108 540w, //piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-1_720x.png?v=1641265108 720w, //piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-1_900x.png?v=1641265108 900w, //piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-1_1080x.png?v=1641265108 1080w","//piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-2_360x.png?v=1641265115 360w, //piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-2_540x.png?v=1641265115 540w, //piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-2_720x.png?v=1641265115 720w, //piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-2_900x.png?v=1641265115 900w, //piante.ca/cdn/shop/products/3-25-golden-barrel-cactus-piante-plants-2_1080x.png?v=1641265115 1080w"
